Hipercellularity,Membranous,Normal,Sclerosis,podocytopathy,crescent,file,True Attribute
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-467.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-468.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-469.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-470.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-471.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-472.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-473.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-519.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-520.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-521.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-522.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-544.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-545.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-546.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-547.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-548.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-549.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-55.JPG,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-550.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-551.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-552.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-553.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-554.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-555.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-556.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-557.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-56.JPG,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-602.jpg,hipercellularity
1,0,0,1,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-603.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-604.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-605.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-606.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-607.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-608.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-609.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-610.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-611.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-612.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-613.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-614.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-615.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-616.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-617.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-618.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-619.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-620.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-656.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-657.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-708.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-709.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-710.jpg,hipercellularity
0,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-711.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-712.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-756.jpg,hipercellularity
1,0,0,1,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-757.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-758.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-759.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-760.jpg,hipercellularity
1,0,0,1,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-761.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-808.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-809.jpg,hipercellularity
0,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-834.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-835.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-836.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-837.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-838.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-839.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-840.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-931.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-980.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-981.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/AZAN/PSHIPERCELULARIDADE20200802-982.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/113IP047462AAL.jpg,hipercellularity
0,0,0,0,0,0,/hipercellularity/HE/113IP66098AAD.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2003PC2521AF.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2005PC1682aj.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2005PC1682al.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2005PC1683aa.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2005PC1803ad.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2005PC1806ac.jpg,hipercellularity
1,0,0,0,0,1,/hipercellularity/HE/2006PC0245ab.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0245ad.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0245am.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0245aq.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0247ab.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0247ad.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0357ac.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0357ak.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0396did02.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0397aa.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0397ad.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0397aj.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0605ao.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0646ab.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0833ab.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0833am.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0889ah.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC0910ah.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1109ag.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1109ak.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1134ad.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1134ak.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1134al.jpg,hipercellularity
0,0,1,0,0,0,/hipercellularity/HE/2006PC1147aa.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1179ab.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1179ak.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1349AC.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1391AM.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1391AP.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1391AV.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1484AH.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1487AF.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1494AF.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1579AE.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1617AI.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1617AU.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1618AB.jpg,hipercellularity
0,0,0,0,0,0,/hipercellularity/HE/2006PC1618AC.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1618AJ.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1619AB.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1775AB.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1775AI.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1775AL.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1775AN.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1794AB.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1794AC.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1794AH.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1794AI.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1794AL.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1794AN.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1794AR.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1794AV.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1794AX.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1821AB.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1821AL.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1845AJ.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1870AB.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1870AD.jpg,hipercellularity
1,0,0,1,0,0,/hipercellularity/HE/2006PC1870AF.jpg,hipercellularity
0,0,0,0,0,0,/hipercellularity/HE/2006PC1870AG.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1870AH.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1890AQ.jpg,hipercellularity
1,0,0,0,0,1,/hipercellularity/HE/2006PC1918AC.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1918AE.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1918AI.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1918AJ.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1918AP.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1919AC.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1925AM.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1925AO.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1936AA.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1936AD.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2006PC1936AF.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0068AI.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0093AD.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0093AE.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0094AA.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0094AC.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0094AD.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0094AE.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0094AG.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0102AL.jpg,hipercellularity
0,0,1,0,0,0,/hipercellularity/HE/2007PC0132AE(1).jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0132AE.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0133AA.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0133AG.jpg,hipercellularity
1,0,1,0,0,0,/hipercellularity/HE/2007PC0133AI(1).jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0133AI.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0133AN.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0152AF.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0247AD.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0247AF.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0330AE.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC0330AI.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC1359AS.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC1582AL.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC1619AO.jpg,hipercellularity
0,0,0,0,0,0,/hipercellularity/HE/2007PC1626AA.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007PC1658AF.jpg,hipercellularity
1,0,0,1,0,0,/hipercellularity/HE/2007PC2052AF.jpg,hipercellularity
1,0,0,1,0,0,/hipercellularity/HE/2007R0003AN.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2007R0009AB.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC0016AQ.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC0018AD.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC0079AD.jpg,hipercellularity
1,0,0,0,0,1,/hipercellularity/HE/2008PC0237AL.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC0548AL.jpg,hipercellularity
1,0,0,1,0,0,/hipercellularity/HE/2008PC0744AZI.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC0744AZJ.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC0765AH.jpg,hipercellularity
0,0,0,1,0,0,/hipercellularity/HE/2008PC0765AI.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC0765AJ.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC0765AL.jpg,hipercellularity
1,0,0,0,0,1,/hipercellularity/HE/2008PC0765AN.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC0802AH.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC0834AM.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC0834AN.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC0834AY.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC1004AA.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC1004AB.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC1029AF.jpg,hipercellularity
1,0,0,0,0,1,/hipercellularity/HE/2008PC1031AW.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC1050AD.jpg,hipercellularity
1,0,1,0,0,0,/hipercellularity/HE/2008PC1051AC.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC1053AC.jpg,hipercellularity
0,0,0,0,0,0,/hipercellularity/HE/2008PC1053AE.jpg,hipercellularity
0,0,0,0,0,0,/hipercellularity/HE/2008PC1053AF.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2008PC1053AH.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0278AC.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0278AH.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0278AM.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0278AS.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0278AX.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0361AK.jpg,hipercellularity
1,0,0,1,0,0,/hipercellularity/HE/2009PC0377AE.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0377AI.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0387AA.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0387AE.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0387AF.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0387AM.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0459AE.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0459AG.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0459AJ.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0459AK.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0459AL.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0459AM.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0459AS.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0459AU.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0489AF.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0709AE.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0910AB.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC0985AF.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC1166AG.jpg,hipercellularity
0,0,0,0,0,0,/hipercellularity/HE/2009PC1167AL.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC1259AD.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC1259AE.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC1259AF.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC1266AB.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC1266AE.jpg,hipercellularity
1,0,1,0,0,0,/hipercellularity/HE/2009PC1266AK.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2009PC1266AM.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2010PC0688AAA.jpg,hipercellularity
0,0,0,0,0,0,/hipercellularity/HE/2010PC0706AAT.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2010PC0715AAG.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/2010PC0781AAM.jpg,hipercellularity
0,0,0,0,0,0,/hipercellularity/HE/2010PC0781AAW.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0044-05ab.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0044-05ac.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0044-05ae.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0044-05ak.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0044-05al.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0162-04aa.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0162-04ad.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0162-04ah.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0162-04al.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0233-04ae.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0542-03ab(1).jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0542-03ab.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0542-03t.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0542-03u.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0542-03z.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0663-04d.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0664-04af.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0697-05ab.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0701-05aa.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0734-04-ad.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0734-04-ag.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0864-03b(1).jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0864-03b.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0890-05ar.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC0966-05ab.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1034-05ae.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1262-04-ak.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1280-03l.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1304-05aa.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1304-05ab.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1304-05ai.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1360-05ab.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1374-04aa.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1427-05aa.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1485-04ae.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1485-04ag.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1485-04aj.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1485-04ao.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1485-04aq.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1544-03.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1544-03b.jpg,hipercellularity
0,0,0,0,0,0,/hipercellularity/HE/PC1544-03d.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1544-03l.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1544-03m.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1602-04af.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1704-04aa.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1704-04ab.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1778-04as.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1778-04aw.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1819-03a.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1835-03aq.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1836-03w.jpg,hipercellularity
0,0,1,0,0,0,/hipercellularity/HE/PC1843-04al.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1931-04af.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1931-04aq.jpg,hipercellularity
1,0,0,0,0,0,/hipercellularity/HE/PC1931-04as.jpg,hipercellularity
